"","UNIPROTKB_ID","UNIPROTKB","ORGANISM","ORGANISM-ID","ID","EMBL/GENBANK/DDBJ","EMBL/GENBANK/DDBJ_CDS","GENENAME","GENES","GO","GO-ID","KEGG","EGGNOG","PSEUDOCAP"
"405","Q7MWV6_PORGI","Q7MWV6","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWV6","AE015924","AAQ65674.1","PG_0480","PG_0480","cobalt-factor II C20-methyltransferase activity [GO:0043781]; precorrin-2 C20-methyltransferase activity [GO:0030788]; cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]","GO:0009236; GO:0030788; GO:0032259; GO:0043781","pgi:PG_0480","COG2243",NA
"406","Q7MVA2_PORGI","Q7MVA2","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MVA2","AE015924","AAQ66275.1","PG_1175","PG_1175","integral component of membrane [GO:0016021]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]","GO:0005524; GO:0016021; GO:0140359","pgi:PG_1175","COG1132",NA
"407","Q7MTW4_PORGI","Q7MTW4","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTW4","AE015924","AAQ66815.1","PG_1817","PG_1817","integral component of membrane [GO:0016021]; heme binding [GO:0020037]; cytochrome complex assembly [GO:0017004]","GO:0016021; GO:0017004; GO:0020037","pgi:PG_1817","COG0755",NA
"408","Q7MWZ5_PORGI","Q7MWZ5","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWZ5","AE015924","AAQ65633.1","PG_0433","PG_0433","cytoplasm [GO:0005737]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]; rRNA processing [GO:0006364]","GO:0005737; GO:0006364; GO:0008168; GO:0032259","pgi:PG_0433","COG0313",NA
"409","Q7MTN4_PORGI","Q7MTN4","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTN4","AE015924","AAQ66898.1","map","map PG_1917","metalloaminopeptidase activity [GO:0070006]; transition metal ion binding [GO:0046914]; protein initiator methionine removal [GO:0070084]","GO:0046914; GO:0070006; GO:0070084","pgi:PG_1917","COG0024",NA
"410","Q7MV39_PORGI","Q7MV39","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MV39","AE015924","AAQ66344.1","PG_1261","PG_1261","DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]","GO:0003677; GO:0004803; GO:0006313","pgi:PG_1261","COG3385",NA
"411","Q7MT39_PORGI","Q7MT39","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MT39","AE015924","AAQ67106.1","PG_2155","PG_2155","integral component of membrane [GO:0016021]; endopeptidase activity [GO:0004175]; negative regulation of Wnt signaling pathway [GO:0030178]","GO:0004175; GO:0016021; GO:0030178","pgi:PG_2155","COG3735",NA
"412","Q7MWQ1_PORGI","Q7MWQ1","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWQ1","AE015924","AAQ65737.1","PG_0545","PG_0545","DNA binding [GO:0003677]","GO:0003677","pgi:PG_0545","COG0732",NA
"413","Q7MUB6_PORGI","Q7MUB6","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MUB6","AE015924","AAQ66643.1","frdA","frdA PG_1615","oxidoreductase activity [GO:0016491]; metabolic process [GO:0008152]","GO:0008152; GO:0016491","pgi:PG_1615","COG1053",NA
"414","Q7MX93_PORGI","Q7MX93","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MX93","AE015924","AAQ65531.1","serS","serS PG_0316","ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]; seryl-tRNA aminoacylation [GO:0006434]","GO:0004828; GO:0005524; GO:0006434","pgi:PG_0316","COG0172",NA
"415","Q7MV62_PORGI","Q7MV62","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MV62","AE015924","AAQ66319.1","PG_1233","PG_1233",NA,NA,"pgi:PG_1233",NA,NA
"416","Q7MWJ1_PORGI","Q7MWJ1","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWJ1","AE015924","AAQ65803.1","PG_0619","PG_0619","alkyl hydroperoxide reductase activity [GO:0008785]; flavin adenine dinucleotide binding [GO:0050660]; NAD binding [GO:0051287]; response to reactive oxygen species [GO:0000302]","GO:0000302; GO:0008785; GO:0050660; GO:0051287","pgi:PG_0619","COG3634",NA
"417","Q7MW23_PORGI","Q7MW23","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MW23","AE015924","AAQ65990.1","PG_0839","PG_0839",NA,NA,"pgi:PG_0839","COG2333",NA
"418","Q7MVP5_PORGI","Q7MVP5","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MVP5","AE015924","AAQ66125.1","PG_1003","PG_1003","oxidoreductase activity [GO:0016491]","GO:0016491","pgi:PG_1003","COG0778",NA
"419","Q7MVD0_PORGI","Q7MVD0","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MVD0","AE015924","AAQ66247.1","PG_1140","PG_1140","transferase activity [GO:0016740]","GO:0016740","pgi:PG_1140","COG1216",NA
"420","Q7MVS0_PORGI","Q7MVS0","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MVS0","AE015924","AAQ66100.1","PG_0973","PG_0973","carbohydrate binding [GO:0030246]; carbohydrate metabolic process [GO:0005975]","GO:0005975; GO:0030246","pgi:PG_0973","COG3537",NA
"421","Q7MTY1_PORGI","Q7MTY1","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTY1","AE015924","AAQ66796.1","PG_1797","PG_1797","integral component of membrane [GO:0016021]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay sensor kinase activity [GO:0000155]; sequence-specific DNA binding [GO:0043565]","GO:0000155; GO:0003700; GO:0016021; GO:0043565","pgi:PG_1797","COG2205",NA
"422","Q7MTY1_PORGI","Q7MTY1","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTY1","AE015924","AAQ66796.1","PG_1797","PG_1797","integral component of membrane [GO:0016021]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay sensor kinase activity [GO:0000155]; sequence-specific DNA binding [GO:0043565]","GO:0000155; GO:0003700; GO:0016021; GO:0043565","pgi:PG_1797","COG0457",NA
"423","Q7MTY1_PORGI","Q7MTY1","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTY1","AE015924","AAQ66796.1","PG_1797","PG_1797","integral component of membrane [GO:0016021]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay sensor kinase activity [GO:0000155]; sequence-specific DNA binding [GO:0043565]","GO:0000155; GO:0003700; GO:0016021; GO:0043565","pgi:PG_1797","COG0745",NA
"424","Q7MTY1_PORGI","Q7MTY1","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTY1","AE015924","AAQ66796.1","PG_1797","PG_1797","integral component of membrane [GO:0016021]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay sensor kinase activity [GO:0000155]; sequence-specific DNA binding [GO:0043565]","GO:0000155; GO:0003700; GO:0016021; GO:0043565","pgi:PG_1797","COG2207",NA
"425","Q7MUJ7_PORGI","Q7MUJ7","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MUJ7","AE015924","AAQ66556.1","PG_1513","PG_1513","integral component of membrane [GO:0016021]; glycosyltransferase activity [GO:0016757]; nucleoside metabolic process [GO:0009116]","GO:0009116; GO:0016021; GO:0016757","pgi:PG_1513","COG0406",NA
"426","Q7MU37_PORGI","Q7MU37","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MU37","AE015924","AAQ66736.1","tpx","tpx PG_1729","thioredoxin peroxidase activity [GO:0008379]","GO:0008379","pgi:PG_1729","COG2077",NA
"427","Q7MW26_PORGI","Q7MW26","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MW26","AE015924","AAQ65987.1","PG_0834","PG_0834","nuclease activity [GO:0004518]","GO:0004518","pgi:PG_0834","ENOG5031F66",NA
"428","Q7MT30_PORGI","Q7MT30","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MT30","AE015924","AAQ67115.1","glyS","glyS glyQS PG_2165","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; glycyl-tRNA aminoacylation [GO:0006426]","GO:0004820; GO:0005524; GO:0005737; GO:0006426","pgi:PG_2165","COG0423",NA
"429","Q7MVY9_PORGI","Q7MVY9","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MVY9","AE015924","AAQ66026.1","bcp","bcp PG_0880","peroxidase activity [GO:0004601]","GO:0004601","pgi:PG_0880","COG1225",NA
"430","F5HE64_PORGI","F5HE64","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","F5HE64","AE015924","AAQ65462.1","PG_0232","PG_0232","cysteine-type peptidase activity [GO:0008234]; metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; peptide metabolic process [GO:0006518]","GO:0004181; GO:0006518; GO:0008234; GO:0008270","pgi:PG_0232","COG2866",NA
"431","F5HE64_PORGI","F5HE64","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","F5HE64","AE015924","AAQ65462.1","PG_0232","PG_0232","cysteine-type peptidase activity [GO:0008234]; metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; peptide metabolic process [GO:0006518]","GO:0004181; GO:0006518; GO:0008234; GO:0008270","pgi:PG_0232","COG3291",NA
"432","Q7MUQ2_PORGI","Q7MUQ2","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MUQ2","AE015924","AAQ66494.1","PG_1444","PG_1444",NA,NA,"pgi:PG_1444","ENOG5033UTB",NA
"433","Q7MT91_PORGI","Q7MT91","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MT91","AE015924","AAQ67048.1","msrA","msrA msrB PG_2088","L-methionine:thioredoxin-disulfide S-oxidoreductase activity [GO:0033744]; peptide-methionine (R)-S-oxide reductase activity [GO:0033743]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]; cellular protein modification process [GO:0006464]; protein repair [GO:0030091]; response to oxidative stress [GO:0006979]","GO:0006464; GO:0006979; GO:0008113; GO:0030091; GO:0033743; GO:0033744","pgi:PG_2088","COG0229",NA
"434","Q7MT91_PORGI","Q7MT91","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MT91","AE015924","AAQ67048.1","msrA","msrA msrB PG_2088","L-methionine:thioredoxin-disulfide S-oxidoreductase activity [GO:0033744]; peptide-methionine (R)-S-oxide reductase activity [GO:0033743]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]; cellular protein modification process [GO:0006464]; protein repair [GO:0030091]; response to oxidative stress [GO:0006979]","GO:0006464; GO:0006979; GO:0008113; GO:0030091; GO:0033743; GO:0033744","pgi:PG_2088","COG0225",NA
"435","Q7MTV2_PORGI","Q7MTV2","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTV2","AE015924","AAQ66827.1","recQ-2","recQ-2 PG_1831","ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]","GO:0003676; GO:0004386; GO:0005524; GO:0006310; GO:0016787","pgi:PG_1831","COG0514",NA
"436","Q7MWI2_PORGI","Q7MWI2","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWI2","AE015924","AAQ65812.1","PG_0628","PG_0628","ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP binding [GO:0005524]; transmembrane transport [GO:0055085]","GO:0005524; GO:0043190; GO:0055085","pgi:PG_0628","COG1137",NA
"437","Q7MTU6_PORGI","Q7MTU6","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTU6","AE015924","AAQ66834.1","PG_1842","PG_1842","N-acetyltransferase activity [GO:0008080]","GO:0008080","pgi:PG_1842","COG4552",NA
"438","Q7MT10_PORGI","Q7MT10","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MT10","AE015924","AAQ67140.1","PG_2197","PG_2197","metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]","GO:0004222; GO:0046872","pgi:PG_2197","COG0501",NA
"439","Q7MV66_PORGI","Q7MV66","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MV66","AE015924","AAQ66314.1","PG_1225","PG_1225","ATP binding [GO:0005524]; DNA binding [GO:0003677]","GO:0003677; GO:0005524","pgi:PG_1225","COG0488",NA
"440","Q7MWV0_PORGI","Q7MWV0","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWV0","AE015924","AAQ65680.1","ogt","ogt PG_0486","cytoplasm [GO:0005737]; methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]; DNA dealkylation involved in DNA repair [GO:0006307]; methylation [GO:0032259]","GO:0003908; GO:0005737; GO:0006307; GO:0032259","pgi:PG_0486","COG0350",NA
"441","Q7MTV3_PORGI","Q7MTV3","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTV3","AE015924","AAQ66826.1","PG_1829","PG_1829","ligase activity [GO:0016874]","GO:0016874","pgi:PG_1829","COG1022",NA
"442","Q7MU14_PORGI","Q7MU14","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MU14","AE015924","AAQ66761.1","PG_1760","PG_1760","ATP binding [GO:0005524]","GO:0005524","pgi:PG_1760","COG1121",NA
"443","Q7MX43_PORGI","Q7MX43","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MX43","AE015924","AAQ65582.1","rplM","rplM PG_0375","cytoplasm [GO:0005737]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","GO:0003735; GO:0005737; GO:0005840; GO:0006412","pgi:PG_0375","COG0102",NA
"444","Q7MXT3_PORGI","Q7MXT3","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXT3","AE015924","AAQ65325.1","PG_0076","PG_0076","amidase activity [GO:0004040]; cytolysis [GO:0019835]; defense response to bacterium [GO:0042742]; metabolic process [GO:0008152]","GO:0004040; GO:0008152; GO:0019835; GO:0042742","pgi:PG_0076","COG1705",NA
"445","Q7MXT3_PORGI","Q7MXT3","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXT3","AE015924","AAQ65325.1","PG_0076","PG_0076","amidase activity [GO:0004040]; cytolysis [GO:0019835]; defense response to bacterium [GO:0042742]; metabolic process [GO:0008152]","GO:0004040; GO:0008152; GO:0019835; GO:0042742","pgi:PG_0076","COG1388",NA
"446","Q7MWY5_PORGI","Q7MWY5","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWY5","AE015924","AAQ65643.1","PG_0444","PG_0444","integral component of membrane [GO:0016021]; oligopeptide transmembrane transporter activity [GO:0035673]","GO:0016021; GO:0035673","pgi:PG_0444","COG1297",NA
"447","Q7MU81_PORGI","Q7MU81","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MU81","AE015924","AAQ66685.1","PG_1666","PG_1666","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]","GO:0016021; GO:0022857","pgi:PG_1666","COG0845",NA
"448","Q7MTI5_PORGI","Q7MTI5","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTI5","AE015924","AAQ66947.1","PG_1972","PG_1972",NA,NA,"pgi:PG_1972","ENOG5031Z76",NA
"449","F5HGU5_PORGI","F5HGU5","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","F5HGU5","AE015924","AAQ65612.1","PG_0411","PG_0411",NA,NA,"pgi:PG_0411","COG1974",NA
"450","Q7MXL5_PORGI","Q7MXL5","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXL5","AE015924","AAQ65399.1","pepO","pepO PG_0159","metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]","GO:0004222; GO:0046872","pgi:PG_0159","COG3590",NA
"451","Q7MVE4_PORGI","Q7MVE4","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MVE4","AE015924","AAQ66231.1","purB","purB PG_1123","(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]; 'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]","GO:0004018; GO:0006189; GO:0044208; GO:0070626","pgi:PG_1123","COG0015",NA
"452","Q7MXB0_PORGI","Q7MXB0","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXB0","AE015924","AAQ65514.1","purL","purL PG_0296","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]","GO:0004642; GO:0005524; GO:0005737; GO:0006189; GO:0006541; GO:0046872","pgi:PG_0296","COG0047",NA
"453","Q7MXB0_PORGI","Q7MXB0","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXB0","AE015924","AAQ65514.1","purL","purL PG_0296","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]","GO:0004642; GO:0005524; GO:0005737; GO:0006189; GO:0006541; GO:0046872","pgi:PG_0296","COG0046",NA
"454","Q7MW40_PORGI","Q7MW40","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MW40","AE015924","AAQ65966.1","PG_0806","PG_0806","diaminopimelate dehydrogenase activity [GO:0047850]; nucleotide binding [GO:0000166]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]","GO:0000166; GO:0009089; GO:0019877; GO:0047850","pgi:PG_0806","COG1712",NA
"455","Q7MTJ0_PORGI","Q7MTJ0","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTJ0","AE015924","AAQ66942.1","PG_1966","PG_1966","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]","GO:0005886; GO:0016021; GO:0055085","pgi:PG_1966","COG0668",NA
"456","Q7MVU5_PORGI","Q7MVU5","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MVU5","AE015924","AAQ66072.1","PG_0938","PG_0938","integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; P-type calcium transporter activity [GO:0005388]","GO:0005388; GO:0005524; GO:0016021","pgi:PG_0938","COG0474",NA
"457","Q7MU87_PORGI","Q7MU87","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MU87","AE015924","AAQ66679.1","PG_1660","PG_1660","DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription, initiation [GO:0006352]; response to stimulus [GO:0050896]","GO:0003677; GO:0006352; GO:0016987; GO:0050896","pgi:PG_1660","COG1595",NA
"458","Q7MXI9_PORGI","Q7MXI9","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXI9","AE015924","AAQ65430.1","PG_0196","PG_0196","metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]","GO:0004222; GO:0046872","pgi:PG_0196","COG0612",NA
"459","Q7MWQ6_PORGI","Q7MWQ6","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWQ6","AE015924","AAQ65732.1","PG_0540","PG_0540","cell periphery [GO:0071944]; integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]","GO:0016021; GO:0022857; GO:0071944","pgi:PG_0540","COG0841",NA
"460","Q7MAV7_PORGI","Q7MAV7","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MAV7","AE015924","AAQ66668.1","PG_1648","PG_1648","guanosine tetraphosphate metabolic process [GO:0015969]","GO:0015969","pgi:PG_1648","COG0317",NA
"461","Q7MWB7_PORGI","Q7MWB7","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWB7","AE015924","AAQ65884.1","trpG","trpG PG_0713","organic substance metabolic process [GO:0071704]","GO:0071704","pgi:PG_0713","COG0512",NA
"462","Q7MX56_PORGI","Q7MX56","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MX56","AE015924","AAQ65569.1","PG_0359","PG_0359","FMN binding [GO:0010181]; oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor [GO:0016646]","GO:0010181; GO:0016646","pgi:PG_0359","COG1853",NA
"463","Q7MV05_PORGI","Q7MV05","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MV05","AE015924","AAQ66385.1","PG_1313","PG_1313","cysteine-type exopeptidase activity [GO:0070004]; dipeptidase activity [GO:0016805]","GO:0016805; GO:0070004","pgi:PG_1313","COG4690",NA
"464","Q7MXS5_PORGI","Q7MXS5","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXS5","AE015924","AAQ65333.1","PG_0085","PG_0085","cysteine-type peptidase activity [GO:0008234]; raffinose alpha-galactosidase activity [GO:0052692]; carbohydrate metabolic process [GO:0005975]","GO:0005975; GO:0008234; GO:0052692","pgi:PG_0085","COG3345",NA
"465","Q7MXQ1_PORGI","Q7MXQ1","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXQ1","AE015924","AAQ65362.1","PG_0119","PG_0119","transferase activity [GO:0016740]; biosynthetic process [GO:0009058]","GO:0009058; GO:0016740","pgi:PG_0119","COG1922",NA
"466","Q7MUX9_PORGI","Q7MUX9","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MUX9","AE015924","AAQ66411.1","PG_1346","PG_1346","glycosyltransferase activity [GO:0016757]","GO:0016757","pgi:PG_1346","COG0438",NA
"467","Q7MTH7_PORGI","Q7MTH7","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTH7","AE015924","AAQ66955.1","cas1","cas1 PG_1982","DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; defense response to virus [GO:0051607]; maintenance of CRISPR repeat elements [GO:0043571]","GO:0003677; GO:0003723; GO:0003964; GO:0004519; GO:0043571; GO:0046872; GO:0051607","pgi:PG_1982","COG1518",NA
"468","Q7MTH7_PORGI","Q7MTH7","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTH7","AE015924","AAQ66955.1","cas1","cas1 PG_1982","DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; defense response to virus [GO:0051607]; maintenance of CRISPR repeat elements [GO:0043571]","GO:0003677; GO:0003723; GO:0003964; GO:0004519; GO:0043571; GO:0046872; GO:0051607","pgi:PG_1982","COG3344",NA
"469","Q7MXX6_PORGI","Q7MXX6","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXX6","AE015924","AAQ65277.1","PG_0021","PG_0021","flavin adenine dinucleotide binding [GO:0050660]; tRNA dihydrouridine synthase activity [GO:0017150]","GO:0017150; GO:0050660","pgi:PG_0021","COG0042",NA
"470","Q7MVU3_PORGI","Q7MVU3","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MVU3","AE015924","AAQ66076.1","PG_0946","PG_0946","ATP binding [GO:0005524]","GO:0005524","pgi:PG_0946","COG4152",NA
"471","Q7MUV8_PORGI","Q7MUV8","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MUV8","AE015924","AAQ66433.1","gpsA","gpsA PG_1369","glycerol-3-phosphate dehydrogenase complex [GO:0009331]; glycerol-3-phosphate dehydrogenase [NAD+] activity [GO:0004367]; glycerol-3-phosphate dehydrogenase [NADP+] activity [GO:0106257]; NAD binding [GO:0051287]; carbohydrate metabolic process [GO:0005975]; glycerol-3-phosphate catabolic process [GO:0046168]; phospholipid biosynthetic process [GO:0008654]","GO:0004367; GO:0005975; GO:0008654; GO:0009331; GO:0046168; GO:0051287; GO:0106257","pgi:PG_1369","COG0240",NA
"472","Q7MUD4_PORGI","Q7MUD4","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MUD4","AE015924","AAQ66624.1","rpe","rpe PG_1595","metal ion binding [GO:0046872]; ribulose-phosphate 3-epimerase activity [GO:0004750]; pentose catabolic process [GO:0019323]; pentose-phosphate shunt [GO:0006098]","GO:0004750; GO:0006098; GO:0019323; GO:0046872","pgi:PG_1595","COG0036",NA
"473","Q7MWI3_PORGI","Q7MWI3","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWI3","AE015924","AAQ65811.1","PG_0627","PG_0627","nucleic acid binding [GO:0003676]","GO:0003676","pgi:PG_0627","COG0724",NA
"474","Q7MXG3_PORGI","Q7MXG3","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MXG3","AE015924","AAQ65457.1","radA","radA PG_0227","ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; damaged DNA binding [GO:0003684]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; recombinational repair [GO:0000725]","GO:0000725; GO:0003684; GO:0005524; GO:0008094; GO:0016787; GO:0046872","pgi:PG_0227","COG1066",NA
"475","Q7MWM4_PORGI","Q7MWM4","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MWM4","AE015924","AAQ65766.1","PG_0579","PG_0579","integral component of membrane [GO:0016021]; cell division [GO:0051301]; regulation of cell shape [GO:0008360]","GO:0008360; GO:0016021; GO:0051301","pgi:PG_0579","COG0772",NA
"476","Q7MUJ2_PORGI","Q7MUJ2","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MUJ2","AE015924","AAQ66561.1","PG_1521","PG_1521","ligase activity [GO:0016874]","GO:0016874","pgi:PG_1521","COG0318",NA
"477","Q7MUU5_PORGI","Q7MUU5","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MUU5","AE015924","AAQ66447.1","gyrA","gyrA PG_1386","chromosome [GO:0005694]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA negative supercoiling activity [GO:0034335]; DNA topological change [GO:0006265]; DNA-dependent DNA replication [GO:0006261]","GO:0003677; GO:0005524; GO:0005694; GO:0005737; GO:0006261; GO:0006265; GO:0034335","pgi:PG_1386","COG0188",NA
"478","Q7MTA3_PORGI","Q7MTA3","Porphyromonas gingivalis (strain ATCC BAA-308 / W83)","242619","Q7MTA3","AE015924","AAQ67033.1","PG_2072","PG_2072","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]","GO:0003677; GO:0003678; GO:0005524; GO:0016887","pgi:PG_2072","COG1074",NA
