"","UNIPROTKB_ID","UNIPROTKB","ORGANISM","ORGANISM-ID","ID","EMBL/GENBANK/DDBJ","EMBL/GENBANK/DDBJ_CDS","GENENAME","GENES","GO","GO-ID","KEGG","EGGNOG","PSEUDOCAP"
"1681","Q63W93_BURPS","Q63W93","Burkholderia pseudomallei (strain K96243)","272560","Q63W93","BX571965","CAH34991.1","BPSL0995","BPSL0995","integral component of plasma membrane [GO:0005887]; protein secretion [GO:0009306]","GO:0005887; GO:0009306","bps:BPSL0995","COG2911",NA
"1682","Q63S01_BURPS","Q63S01","Burkholderia pseudomallei (strain K96243)","272560","Q63S01","BX571965","CAH36527.1","BPSL2520","BPSL2520",NA,NA,"bps:BPSL2520","COG3184",NA
"1683","Q63PA3_BURPS","Q63PA3","Burkholderia pseudomallei (strain K96243)","272560","Q63PA3","BX571966","CAH37485.1","pobA","pobA BPSS0042","4-hydroxybenzoate 3-monooxygenase activity [GO:0018659]; FAD binding [GO:0071949]","GO:0018659; GO:0071949","bps:BPSS0042","COG0654",NA
"1684","Q63P45_BURPS","Q63P45","Burkholderia pseudomallei (strain K96243)","272560","Q63P45","BX571966","CAH37547.1","BPSS0101","BPSS0101",NA,NA,"bps:BPSS0101","COG3522",NA
"1685","Q63XW0_BURPS","Q63XW0","Burkholderia pseudomallei (strain K96243)","272560","Q63XW0","BX571965","CAH34418.1","BPSL0430","BPSL0430","biosynthetic process [GO:0009058]","GO:0009058","bps:BPSL0430","COG3208",NA
"1686","Q63TN8_BURPS","Q63TN8","Burkholderia pseudomallei (strain K96243)","272560","Q63TN8","BX571965","CAH35928.1","BPSL1929","BPSL1929",NA,NA,"bps:BPSL1929","ENOG5031DBZ",NA
"1687","Q63T82_BURPS","Q63T82","Burkholderia pseudomallei (strain K96243)","272560","Q63T82","BX571965","CAH36088.1","BPSL2086","BPSL2086",NA,NA,"bps:BPSL2086","ENOG5033IGC",NA
"1688","Q63WR7_BURPS","Q63WR7","Burkholderia pseudomallei (strain K96243)","272560","Q63WR7","BX571965","CAH34816.1","fur","fur BPSL0825","cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]","GO:0003677; GO:0003700; GO:0005737; GO:0046872","bps:BPSL0825","COG0735",NA
"1689","Q63NV2_BURPS","Q63NV2","Burkholderia pseudomallei (strain K96243)","272560","Q63NV2","BX571966","CAH37642.1","BPSS0197","BPSS0197","acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; fatty acid biosynthetic process [GO:0006633]","GO:0003989; GO:0006633; GO:0009317","bps:BPSS0197","COG0511",NA
"1690","Q63V17_BURPS","Q63V17","Burkholderia pseudomallei (strain K96243)","272560","Q63V17","BX571965","CAH35429.1","BPSL1427","BPSL1427",NA,NA,"bps:BPSL1427",NA,NA
"1691","Q63SZ2_BURPS","Q63SZ2","Burkholderia pseudomallei (strain K96243)","272560","Q63SZ2","BX571965","CAH36181.1","dadX","dadX BPSL2179","alanine racemase activity [GO:0008784]; pyridoxal phosphate binding [GO:0030170]; D-alanine biosynthetic process [GO:0030632]","GO:0008784; GO:0030170; GO:0030632","bps:BPSL2179","COG0787",NA
"1692","Q63VM4_BURPS","Q63VM4","Burkholderia pseudomallei (strain K96243)","272560","Q63VM4","BX571965","CAH35215.1","nuoJ","nuoJ BPSL1220","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]","GO:0005886; GO:0008137; GO:0016021; GO:0048038","bps:BPSL1220","COG0839",NA
"1693","Q63JS1_BURPS","Q63JS1","Burkholderia pseudomallei (strain K96243)","272560","Q63JS1","BX571966","CAH39119.1","BPSS1645","BPSS1645",NA,NA,"bps:BPSS1645","COG4460",NA
"1694","Q63KD8_BURPS","Q63KD8","Burkholderia pseudomallei (strain K96243)","272560","Q63KD8","BX571966","CAH38897.1","BPSS1422","BPSS1422","integral component of membrane [GO:0016021]; peptidyl-amino acid modification [GO:0018193]","GO:0016021; GO:0018193","bps:BPSS1422","COG3555",NA
"1695","Q63VD6_BURPS","Q63VD6","Burkholderia pseudomallei (strain K96243)","272560","Q63VD6","BX571965","CAH35303.1","BPSL1306","BPSL1306","integral component of membrane [GO:0016021]","GO:0016021","bps:BPSL1306","COG3706",NA
"1696","Q63Y40_BURPS","Q63Y40","Burkholderia pseudomallei (strain K96243)","272560","Q63Y40","BX571965","CAH34337.1","BPSL0348","BPSL0348",NA,NA,"bps:BPSL0348",NA,NA
"1697","Q63LH2_BURPS","Q63LH2","Burkholderia pseudomallei (strain K96243)","272560","Q63LH2","BX571966","CAH38504.1","czcC","czcC BPSS1043","efflux transmembrane transporter activity [GO:0015562]","GO:0015562","bps:BPSS1043","COG1538",NA
"1698","Q63J69_BURPS","Q63J69","Burkholderia pseudomallei (strain K96243)","272560","Q63J69","BX571966","CAH39325.1","BPSS1849","BPSS1849",NA,NA,"bps:BPSS1849","ENOG5032ZVB",NA
"1699","Q63VI3_BURPS","Q63VI3","Burkholderia pseudomallei (strain K96243)","272560","Q63VI3","BX571965","CAH35256.1","BPSL1262","BPSL1262",NA,NA,"bps:BPSL1262","COG1639",NA
"1700","Q63MJ2_BURPS","Q63MJ2","Burkholderia pseudomallei (strain K96243)","272560","Q63MJ2","BX571966","CAH38122.1","BPSS0664","BPSS0664","DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]","GO:0000160; GO:0003677; GO:0006355","bps:BPSS0664","COG0745",NA
"1701","Q63RZ0_BURPS","Q63RZ0","Burkholderia pseudomallei (strain K96243)","272560","Q63RZ0","BX571965","CAH36538.1","fdsD","fdsD BPSL2531",NA,NA,"bps:BPSL2531","ENOG5032Z86",NA
"1702","Q63WT5_BURPS","Q63WT5","Burkholderia pseudomallei (strain K96243)","272560","Q63WT5","BX571965","CAH34798.1","BPSL0806","BPSL0806","DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]","GO:0000160; GO:0003677; GO:0006355","bps:BPSL0806","COG0745",NA
"1703","Q63NK1_BURPS","Q63NK1","Burkholderia pseudomallei (strain K96243)","272560","Q63NK1","BX571966","CAH37746.1","BPSS0298","BPSS0298","integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]","GO:0016021; GO:0055085","bps:BPSS0298","COG0679",NA
"1704","Q63XW4_BURPS","Q63XW4","Burkholderia pseudomallei (strain K96243)","272560","Q63XW4","BX571965","CAH34414.1","dctB","dctB BPSL0426","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; phosphorelay sensor kinase activity [GO:0000155]","GO:0000155; GO:0005886; GO:0016021","bps:BPSL0426","COG4191",NA
"1705","Q63IL2_BURPS","Q63IL2","Burkholderia pseudomallei (strain K96243)","272560","Q63IL2","BX571966","CAH39536.1","BPSS2058","BPSS2058","integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; symporter activity [GO:0015293]","GO:0005524; GO:0015293; GO:0016021","bps:BPSS2058","COG1301",NA
"1706","Q63WB5_BURPS","Q63WB5","Burkholderia pseudomallei (strain K96243)","272560","Q63WB5","BX571965","CAH34969.1","BPSL0973","BPSL0973",NA,NA,"bps:BPSL0973","COG2947",NA
"1707","Q63L63_BURPS","Q63L63","Burkholderia pseudomallei (strain K96243)","272560","Q63L63","BX571966","CAH38613.1","BPSS1145","BPSS1145","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","GO:0005886; GO:0016021","bps:BPSS1145","COG4237",NA
"1708","Q63R73_BURPS","Q63R73","Burkholderia pseudomallei (strain K96243)","272560","Q63R73","BX571965","CAH36809.1","wcbH","wcbH BPSL2800","glycosyltransferase activity [GO:0016757]","GO:0016757","bps:BPSL2800","COG0438",NA
"1709","Q63XI9_BURPS","Q63XI9","Burkholderia pseudomallei (strain K96243)","272560","Q63XI9","BX571965","CAH34540.1","BPSL0551","BPSL0551",NA,NA,"bps:BPSL0551","ENOG5032UKY",NA
"1710","Q63LG7_BURPS","Q63LG7","Burkholderia pseudomallei (strain K96243)","272560","Q63LG7","BX571966","CAH38509.1","BPSS1047a","BPSS1047a",NA,NA,"bps:BPSS1047a","ENOG5030W93",NA
"1711","Q63JC8_BURPS","Q63JC8","Burkholderia pseudomallei (strain K96243)","272560","Q63JC8","BX571966","CAH39266.1","BPSS1790","BPSS1790",NA,NA,"bps:BPSS1790","COG5607",NA
"1712","Q63IC9_BURPS","Q63IC9","Burkholderia pseudomallei (strain K96243)","272560","Q63IC9","BX571966","CAH39625.1","BPSS2142","BPSS2142","DNA binding [GO:0003677]","GO:0003677","bps:BPSS2142","COG1396",NA
"1713","Q63IC9_BURPS","Q63IC9","Burkholderia pseudomallei (strain K96243)","272560","Q63IC9","BX571966","CAH39625.1","BPSS2142","BPSS2142","DNA binding [GO:0003677]","GO:0003677","bps:BPSS2142","COG3837",NA
"1714","Q63PP2_BURPS","Q63PP2","Burkholderia pseudomallei (strain K96243)","272560","Q63PP2","BX571965","CAH37344.1","BPSL3331","BPSL3331",NA,NA,"bps:BPSL3331","ENOG50349GR",NA
"1715","Q63V49_BURPS","Q63V49","Burkholderia pseudomallei (strain K96243)","272560","Q63V49","BX571965","CAH35396.1","BPSL1395","BPSL1395",NA,NA,"bps:BPSL1395","COG0123",NA
"1716","Q63WY4_BURPS","Q63WY4","Burkholderia pseudomallei (strain K96243)","272560","Q63WY4","BX571965","CAH34749.1","BPSL0757","BPSL0757",NA,NA,"bps:BPSL0757",NA,NA
"1717","Q63YM7_BURPS","Q63YM7","Burkholderia pseudomallei (strain K96243)","272560","Q63YM7","BX571965","CAH34147.1","BPSL0160","BPSL0160",NA,NA,"bps:BPSL0160","ENOG5032RTF",NA
"1718","Q63NQ7_BURPS","Q63NQ7","Burkholderia pseudomallei (strain K96243)","272560","Q63NQ7","BX571966","CAH37689.1","BPSS0243","BPSS0243","iron ion transport [GO:0006826]","GO:0006826","bps:BPSS0243","COG3720",NA
"1719","Q63JP7_BURPS","Q63JP7","Burkholderia pseudomallei (strain K96243)","272560","Q63JP7","BX571966","CAH39143.1","BPSS1670","BPSS1670",NA,NA,"bps:BPSS1670","COG0834",NA
"1720","Q63T38_BURPS","Q63T38","Burkholderia pseudomallei (strain K96243)","272560","Q63T38","BX571965","CAH36135.1","BPSL2133","BPSL2133",NA,NA,"bps:BPSL2133","COG3391",NA
"1721","Q63W38_BURPS","Q63W38","Burkholderia pseudomallei (strain K96243)","272560","Q63W38","BX571965","CAH35048.1","BPSL1053","BPSL1053",NA,NA,"bps:BPSL1053",NA,NA
"1722","Q63LI5_BURPS","Q63LI5","Burkholderia pseudomallei (strain K96243)","272560","Q63LI5","BX571966","CAH38491.1","BPSS1030","BPSS1030","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; carbohydrate transport [GO:0008643]","GO:0005886; GO:0008643; GO:0016021; GO:0022857","bps:BPSS1030","COG1172",NA
"1723","Q63IH2_BURPS","Q63IH2","Burkholderia pseudomallei (strain K96243)","272560","Q63IH2","BX571966","CAH39581.1","BPSS2101","BPSS2101",NA,NA,"bps:BPSS2101","COG3515",NA
"1724","Q63RD5_BURPS","Q63RD5","Burkholderia pseudomallei (strain K96243)","272560","Q63RD5","BX571965","CAH36745.1","BPSL2737","BPSL2737","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]","GO:0016021; GO:0022857","bps:BPSL2737","COG2814",NA
"1725","Q63W65_BURPS","Q63W65","Burkholderia pseudomallei (strain K96243)","272560","Q63W65","BX571965","CAH35020.1","BPSL1025","BPSL1025",NA,NA,"bps:BPSL1025","COG3146",NA
"1726","Q63UD5_BURPS","Q63UD5","Burkholderia pseudomallei (strain K96243)","272560","Q63UD5","BX571965","CAH35669.1","BPSL1670","BPSL1670",NA,NA,"bps:BPSL1670","COG3293",NA
"1727","Q63L46_BURPS","Q63L46","Burkholderia pseudomallei (strain K96243)","272560","Q63L46","BX571966","CAH38630.1","BPSS1162","BPSS1162","phosphorelay signal transduction system [GO:0000160]","GO:0000160","bps:BPSS1162","COG2197",NA
"1728","Q63NR9_BURPS","Q63NR9","Burkholderia pseudomallei (strain K96243)","272560","Q63NR9","BX571966","CAH37675.1","BPSS0230","BPSS0230","dioxygenase activity [GO:0051213]","GO:0051213","bps:BPSS0230","COG0346",NA
"1729","Q63QN8_BURPS","Q63QN8","Burkholderia pseudomallei (strain K96243)","272560","Q63QN8","BX571965","CAH36996.1","BPSL2986","BPSL2986","integral component of membrane [GO:0016021]","GO:0016021","bps:BPSL2986","ENOG5030T5U",NA
"1730","Q63I46_BURPS","Q63I46","Burkholderia pseudomallei (strain K96243)","272560","Q63I46","BX571966","CAH39709.1","BPSS2224","BPSS2224",NA,NA,"bps:BPSS2224",NA,NA
"1731","Q63N04_BURPS","Q63N04","Burkholderia pseudomallei (strain K96243)","272560","Q63N04","BX571966","CAH37951.1","BPSS0494","BPSS0494",NA,NA,"bps:BPSS0494","ENOG502ZEYG",NA
"1732","Q63WY9_BURPS","Q63WY9","Burkholderia pseudomallei (strain K96243)","272560","Q63WY9","BX571965","CAH34743.1","BPSL0750","BPSL0750",NA,NA,"bps:BPSL0750","COG0419",NA
"1733","Q63TN4_BURPS","Q63TN4","Burkholderia pseudomallei (strain K96243)","272560","Q63TN4","BX571965","CAH35932.1","BPSL1933","BPSL1933",NA,NA,"bps:BPSL1933","COG3317",NA
"1734","Q63RV0_BURPS","Q63RV0","Burkholderia pseudomallei (strain K96243)","272560","Q63RV0","BX571965","CAH36578.1","BPSL2570","BPSL2570",NA,NA,"bps:BPSL2570","COG5005",NA
"1735","Q63T16_BURPS","Q63T16","Burkholderia pseudomallei (strain K96243)","272560","Q63T16","BX571965","CAH36157.1","uppS","uppS BPSL2155","magnesium ion binding [GO:0000287]; prenyltransferase activity [GO:0004659]","GO:0000287; GO:0004659","bps:BPSL2155","COG0020",NA
"1736","Q63X30_BURPS","Q63X30","Burkholderia pseudomallei (strain K96243)","272560","Q63X30","BX571965","CAH34700.1","BPSL0707","BPSL0707","FAD binding [GO:0071949]; oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor [GO:0016899]","GO:0016899; GO:0071949","bps:BPSL0707","COG0277",NA
"1737","Q63UR2_BURPS","Q63UR2","Burkholderia pseudomallei (strain K96243)","272560","Q63UR2","BX571965","CAH35535.1","phbC","phbC BPSL1534","cytoplasm [GO:0005737]; acyltransferase activity [GO:0016746]; poly-hydroxybutyrate biosynthetic process [GO:0042619]","GO:0005737; GO:0016746; GO:0042619","bps:BPSL1534","COG3243",NA
"1738","Q63LU2_BURPS","Q63LU2","Burkholderia pseudomallei (strain K96243)","272560","Q63LU2","BX571966","CAH38383.1","BPSS0920","BPSS0920","DNA-binding transcription factor activity [GO:0003700]","GO:0003700","bps:BPSS0920","COG0583",NA
"1739","Q63X96_BURPS","Q63X96","Burkholderia pseudomallei (strain K96243)","272560","Q63X96","BX571965","CAH34634.1","BPSL0641","BPSL0641","S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]","GO:0008757; GO:0032259","bps:BPSL0641","COG0500",NA
"1740","Q63RM5_BURPS","Q63RM5","Burkholderia pseudomallei (strain K96243)","272560","Q63RM5","BX571965","CAH36655.1","BPSL2647","BPSL2647",NA,NA,"bps:BPSL2647","ENOG50331CV",NA
"1741","Q63IG5_BURPS","Q63IG5","Burkholderia pseudomallei (strain K96243)","272560","Q63IG5","BX571966","CAH39588.1","BPSS2108","BPSS2108",NA,NA,"bps:BPSS2108","COG3063",NA
"1742","Q63ME4_BURPS","Q63ME4","Burkholderia pseudomallei (strain K96243)","272560","Q63ME4","BX571966","CAH38173.1","BPSS0713","BPSS0713","ergothioneine biosynthetic process [GO:0052699]","GO:0052699","bps:BPSS0713","COG1262",NA
"1743","Q63P93_BURPS","Q63P93","Burkholderia pseudomallei (strain K96243)","272560","Q63P93","BX571966","CAH37495.1","BPSS0052","BPSS0052",NA,NA,"bps:BPSS0052","COG4275",NA
"1744","Q63IR6_BURPS","Q63IR6","Burkholderia pseudomallei (strain K96243)","272560","Q63IR6","BX571966","CAH39478.1","BPSS2000","BPSS2000","periplasmic space [GO:0042597]","GO:0042597","bps:BPSS2000","COG3794",NA
"1745","Q63UH5_BURPS","Q63UH5","Burkholderia pseudomallei (strain K96243)","272560","Q63UH5","BX571965","CAH35626.1","BPSL1627","BPSL1627","outer membrane-bounded periplasmic space [GO:0030288]; cell wall organization [GO:0071555]; chaperone-mediated protein folding [GO:0061077]","GO:0030288; GO:0061077; GO:0071555","bps:BPSL1627","COG3121",NA
"1746","Q63V55_BURPS","Q63V55","Burkholderia pseudomallei (strain K96243)","272560","Q63V55","BX571965","CAH35388.1","BPSL1387","BPSL1387",NA,NA,"bps:BPSL1387","ENOG5033NU3",NA
"1747","Q63NW8_BURPS","Q63NW8","Burkholderia pseudomallei (strain K96243)","272560","Q63NW8","BX571966","CAH37625.1","BPSS0180","BPSS0180",NA,NA,"bps:BPSS0180","COG3515",NA
"1748","Q63KQ8_BURPS","Q63KQ8","Burkholderia pseudomallei (strain K96243)","272560","Q63KQ8","BX571966","CAH38774.1","BPSS1304","BPSS1304","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]","GO:0005886; GO:0016021; GO:0055085","bps:BPSS1304","COG1173",NA
"1749","Q63IL1_BURPS","Q63IL1","Burkholderia pseudomallei (strain K96243)","272560","Q63IL1","BX571966","CAH39537.1","BPSS2059","BPSS2059",NA,NA,"bps:BPSS2059","COG0251",NA
"1750","Q63NU7_BURPS","Q63NU7","Burkholderia pseudomallei (strain K96243)","272560","Q63NU7","BX571966","CAH37647.1","BPSS0202","BPSS0202",NA,NA,"bps:BPSS0202","COG2226",NA
"1751","Q63MS3_BURPS","Q63MS3","Burkholderia pseudomallei (strain K96243)","272560","Q63MS3","BX571966","CAH38032.1","braC","braC BPSS0575","amino acid transport [GO:0006865]","GO:0006865","bps:BPSS0575","COG0683",NA
"1752","Q63SH0_BURPS","Q63SH0","Burkholderia pseudomallei (strain K96243)","272560","Q63SH0","BX571965","CAH36354.1","BPSL2351","BPSL2351","integral component of membrane [GO:0016021]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; aerobic respiration [GO:0009060]","GO:0004129; GO:0009060; GO:0016021; GO:0020037","bps:BPSL2351","COG3256",NA
"1753","Q63Y09_BURPS","Q63Y09","Burkholderia pseudomallei (strain K96243)","272560","Q63Y09","BX571965","CAH34368.1","BPSL0380","BPSL0380","oxidoreductase activity [GO:0016491]","GO:0016491","bps:BPSL0380","COG0300",NA
"1754","Q63S55_BURPS","Q63S55","Burkholderia pseudomallei (strain K96243)","272560","Q63S55","BX571965","CAH36473.1","BPSL2470","BPSL2470","thiolester hydrolase activity [GO:0016790]","GO:0016790","bps:BPSL2470","COG1607",NA
"1755","Q63S43_BURPS","Q63S43","Burkholderia pseudomallei (strain K96243)","272560","Q63S43","BX571965","CAH36485.1","BPSL2479","BPSL2479",NA,NA,"bps:BPSL2479","COG3028",NA
"1756","Q63TP4_BURPS","Q63TP4","Burkholderia pseudomallei (strain K96243)","272560","Q63TP4","BX571965","CAH35922.1","BPSL1922","BPSL1922","cell division [GO:0051301]; chromosome separation [GO:0051304]","GO:0051301; GO:0051304","bps:BPSL1922","COG1386",NA
"1757","Q63IR0_BURPS","Q63IR0","Burkholderia pseudomallei (strain K96243)","272560","Q63IR0","BX571966","CAH39487.1","glmS","glmS glmS3 BPSS2009","cytoplasm [GO:0005737]; carbohydrate derivative binding [GO:0097367]; glutamine-fructose-6-phosphate transaminase (isomerizing) activity [GO:0004360]; carbohydrate derivative biosynthetic process [GO:1901137]; carbohydrate metabolic process [GO:0005975]; glutamine metabolic process [GO:0006541]","GO:0004360; GO:0005737; GO:0005975; GO:0006541; GO:0097367; GO:1901137","bps:BPSS2009","COG0449",NA
"1758","Q63P07_BURPS","Q63P07","Burkholderia pseudomallei (strain K96243)","272560","Q63P07","BX571966","CAH37586.1","BPSS0141","BPSS0141","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]","GO:0005886; GO:0016021; GO:0022857","bps:BPSS0141","COG4158",NA
"1759","Q63PI7_BURPS","Q63PI7","Burkholderia pseudomallei (strain K96243)","272560","Q63PI7","BX571965","CAH37401.1","BPSL3389A","BPSL3389A",NA,NA,"bps:BPSL3389A",NA,NA
"1760","Q63JA7_BURPS","Q63JA7","Burkholderia pseudomallei (strain K96243)","272560","Q63JA7","BX571966","CAH39287.1","BPSS1811","BPSS1811","transferase activity [GO:0016740]","GO:0016740","bps:BPSS1811","COG0684",NA
"1761","Q63KY4_BURPS","Q63KY4","Burkholderia pseudomallei (strain K96243)","272560","Q63KY4","BX571966","CAH38696.1","BPSS1229","BPSS1229","DNA-binding transcription factor activity [GO:0003700]","GO:0003700","bps:BPSS1229","COG1349",NA
"1762","Q63K79_BURPS","Q63K79","Burkholderia pseudomallei (strain K96243)","272560","Q63K79","BX571966","CAH38959.1","BPSS1486","BPSS1486",NA,NA,"bps:BPSS1486","COG3427",NA
"1763","Q63IS2_BURPS","Q63IS2","Burkholderia pseudomallei (strain K96243)","272560","Q63IS2","BX571966","CAH39472.1","irlR2","irlR2 BPSS1994","DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]","GO:0000160; GO:0003677; GO:0006355","bps:BPSS1994","COG0745",NA
"1764","Q63JS4_BURPS","Q63JS4","Burkholderia pseudomallei (strain K96243)","272560","Q63JS4","BX571966","CAH39115.1","BPSS1640","BPSS1640","DNA-binding transcription factor activity [GO:0003700]","GO:0003700","bps:BPSS1640","COG0583",NA
"1765","Q63K50_BURPS","Q63K50","Burkholderia pseudomallei (strain K96243)","272560","Q63K50","BX571966","CAH38989.1","BPSS1516","BPSS1516",NA,NA,"bps:BPSS1516","ENOG50342W5",NA
"1766","Q63XB5_BURPS","Q63XB5","Burkholderia pseudomallei (strain K96243)","272560","Q63XB5","BX571965","CAH34614.1","BPSL0621","BPSL0621",NA,NA,"bps:BPSL0621","ENOG502ZUZ5",NA
"1767","Q63XS6_BURPS","Q63XS6","Burkholderia pseudomallei (strain K96243)","272560","Q63XS6","BX571965","CAH34452.1","BPSL0463","BPSL0463",NA,NA,"bps:BPSL0463","COG1999",NA
"1768","Q63KG9_BURPS","Q63KG9","Burkholderia pseudomallei (strain K96243)","272560","Q63KG9","BX571966","CAH38866.1","BPSS1391","BPSS1391","DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]","GO:0003700; GO:0043565","bps:BPSS1391","COG2207",NA
"1769","Q63UT1_BURPS","Q63UT1","Burkholderia pseudomallei (strain K96243)","272560","Q63UT1","BX571965","CAH35516.1","BPSL1515","BPSL1515","integral component of membrane [GO:0016021]; protein-containing complex binding [GO:0044877]","GO:0016021; GO:0044877","bps:BPSL1515","COG2976",NA
"1770","Q63IV4_BURPS","Q63IV4","Burkholderia pseudomallei (strain K96243)","272560","Q63IV4","BX571966","CAH39440.1","deoC","deoC BPSS1962","cytoplasm [GO:0005737]; deoxyribose-phosphate aldolase activity [GO:0004139]; deoxyribonucleotide catabolic process [GO:0009264]","GO:0004139; GO:0005737; GO:0009264","bps:BPSS1962","COG0274",NA
"1771","Q63TB9_BURPS","Q63TB9","Burkholderia pseudomallei (strain K96243)","272560","Q63TB9","BX571965","CAH36049.1","BPSL2048A","BPSL2048A",NA,NA,"bps:BPSL2048A","ENOG5032WTF",NA
"1772","Q63JB6_BURPS","Q63JB6","Burkholderia pseudomallei (strain K96243)","272560","Q63JB6","BX571966","CAH39278.1","BPSS1802","BPSS1802","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; amino acid transport [GO:0006865]","GO:0005886; GO:0006865; GO:0016021","bps:BPSS1802","COG1280",NA
"1773","Q63UN8_BURPS","Q63UN8","Burkholderia pseudomallei (strain K96243)","272560","Q63UN8","BX571965","CAH35559.1","potI","potI BPSL1558","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]","GO:0005886; GO:0016021; GO:0055085","bps:BPSL1558","COG1177",NA
"1774","Q63J41_BURPS","Q63J41","Burkholderia pseudomallei (strain K96243)","272560","Q63J41","BX571966","CAH39353.1","BPSS1876","BPSS1876","phosphorelay sensor kinase activity [GO:0000155]","GO:0000155","bps:BPSS1876","COG5002",NA
"1775","Q63J41_BURPS","Q63J41","Burkholderia pseudomallei (strain K96243)","272560","Q63J41","BX571966","CAH39353.1","BPSS1876","BPSS1876","phosphorelay sensor kinase activity [GO:0000155]","GO:0000155","bps:BPSS1876","COG3706",NA
"1776","Q63UW0_BURPS","Q63UW0","Burkholderia pseudomallei (strain K96243)","272560","Q63UW0","BX571965","CAH35487.1","BPSL1486","BPSL1486",NA,NA,"bps:BPSL1486","COG1555",NA
"1777","Q63YY8_BURPS","Q63YY8","Burkholderia pseudomallei (strain K96243)","272560","Q63YY8","BX571965","CAH34035.1","BPSL0052","BPSL0052",NA,NA,"bps:BPSL0052","COG3631",NA
"1778","Q63PM8_BURPS","Q63PM8","Burkholderia pseudomallei (strain K96243)","272560","Q63PM8","BX571965","CAH37358.1","BPSL3345","BPSL3345",NA,NA,"bps:BPSL3345","ENOG5032QU2",NA
"1779","Q63U05_BURPS","Q63U05","Burkholderia pseudomallei (strain K96243)","272560","Q63U05","BX571965","CAH35811.1","BPSL1812","BPSL1812",NA,NA,"bps:BPSL1812","COG5010",NA
"1780","Q63MQ4_BURPS","Q63MQ4","Burkholderia pseudomallei (strain K96243)","272560","Q63MQ4","BX571966","CAH38053.1","BPSS0596","BPSS0596","ATP binding [GO:0005524]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]","GO:0005524; GO:0006355; GO:0043565","bps:BPSS0596","COG3284",NA
"1781","Q63QE2_BURPS","Q63QE2","Burkholderia pseudomallei (strain K96243)","272560","Q63QE2","BX571965","CAH37092.1","BPSL3081","BPSL3081","oxidoreductase activity [GO:0016491]","GO:0016491","bps:BPSL3081","COG0778",NA
"1782","Q63U07_BURPS","Q63U07","Burkholderia pseudomallei (strain K96243)","272560","Q63U07","BX571965","CAH35809.1","BPSL1810","BPSL1810",NA,NA,"bps:BPSL1810","COG4961",NA
"1783","Q63N55_BURPS","Q63N55","Burkholderia pseudomallei (strain K96243)","272560","Q63N55","BX571966","CAH37897.1","BPSS0441","BPSS0441","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]","GO:0016810","bps:BPSS0441","COG1574",NA
"1784","Q63RT7_BURPS","Q63RT7","Burkholderia pseudomallei (strain K96243)","272560","Q63RT7","BX571965","CAH36591.1","BPSL2583","BPSL2583",NA,NA,"bps:BPSL2583",NA,NA
"1785","Q63MU7_BURPS","Q63MU7","Burkholderia pseudomallei (strain K96243)","272560","Q63MU7","BX571966","CAH38008.1","BPSS0551","BPSS0551","integral component of membrane [GO:0016021]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]","GO:0016021; GO:0046872; GO:0051536","bps:BPSS0551","COG0247",NA
"1786","Q63L04_BURPS","Q63L04","Burkholderia pseudomallei (strain K96243)","272560","Q63L04","BX571966","CAH38676.1","BPSS1209","BPSS1209","sequence-specific DNA binding [GO:0043565]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]","GO:0004803; GO:0006313; GO:0043565","bps:BPSS1209","COG2963",NA
