"","UNIPROTKB_ID","UNIPROTKB","ORGANISM","ORGANISM-ID","ID","EMBL/GENBANK/DDBJ","EMBL/GENBANK/DDBJ_CDS","GENENAME","GENES","GO","GO-ID","KEGG","EGGNOG","PSEUDOCAP"
"451","B0YBT1_ASPFC","B0YBT1","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YBT1","DS499601","EDP48062.1","AFUB_087720","AFUB_087720",NA,NA,NA,NA,NA
"452","B0XU11_ASPFC","B0XU11","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XU11","DS499595","EDP53933.1","AFUB_019790","AFUB_019790","DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]","GO:0003677; GO:0006351; GO:0008270",NA,NA,NA
"453","B0YCG6_ASPFC","B0YCG6","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YCG6","DS499601","EDP48297.1","AFUB_090120","AFUB_090120",NA,NA,NA,NA,NA
"454","B0XQ40_ASPFC","B0XQ40","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XQ40","DS499594","EDP56154.1","AFUB_008600","AFUB_008600","Cdc73/Paf1 complex [GO:0016593]; histone modification [GO:0016570]; transcription elongation from RNA polymerase II promoter [GO:0006368]","GO:0006368; GO:0016570; GO:0016593",NA,NA,NA
"455","B0YET0_ASPFC","B0YET0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YET0","DS499603","EDP47424.1","AFUB_100260","AFUB_100260","hydrolase activity [GO:0016787]; carbohydrate metabolic process [GO:0005975]","GO:0005975; GO:0016787",NA,NA,NA
"456","B0YEC0_ASPFC","B0YEC0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YEC0","DS499603","EDP47264.1","AFUB_098640","AFUB_098640",NA,NA,NA,NA,NA
"457","B0Y3Q8_ASPFC","B0Y3Q8","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y3Q8","DS499597","EDP51499.1","AFUB_055070","AFUB_055070","heme binding [GO:0020037]; iron ion binding [GO:0005506]; methyltransferase activity [GO:0008168]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; methylation [GO:0032259]","GO:0004497; GO:0005506; GO:0008168; GO:0016705; GO:0020037; GO:0032259",NA,NA,NA
"458","B0YBT3_ASPFC","B0YBT3","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YBT3","DS499601","EDP48064.1","AFUB_087740","AFUB_087740","heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]","GO:0005506; GO:0016712; GO:0020037",NA,NA,NA
"459","B0Y6T6_ASPFC","B0Y6T6","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y6T6","DS499598","EDP50471.1","AFUB_068080","AFUB_068080",NA,NA,NA,NA,NA
"460","B0XS19_ASPFC","B0XS19","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XS19","DS499595","EDP54505.1","AFUB_025620","AFUB_025620","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"461","B0Y864_ASPFC","B0Y864","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y864","DS499599","EDP49595.1","AFUB_076250","AFUB_076250",NA,NA,NA,NA,NA
"462","B0YBX4_ASPFC","B0YBX4","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YBX4","DS499601","EDP48105.1","AFUB_088150","AFUB_088150","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"463","B0XZS7_ASPFC","B0XZS7","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XZS7","DS499596","EDP52259.1","AFUB_034230","AFUB_034230","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"464","B0Y8Q0_ASPFC","B0Y8Q0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y8Q0","DS499599","EDP49781.1","AFUB_078130","AFUB_078130","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"465","B0XQZ1_ASPFC","B0XQZ1","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XQZ1","DS499594","EDP56455.1","AFUB_011660","AFUB_011660","arylformamidase activity [GO:0004061]; tryptophan catabolic process to kynurenine [GO:0019441]","GO:0004061; GO:0019441",NA,NA,NA
"466","B0YAR8_ASPFC","B0YAR8","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YAR8","DS499600","EDP49111.1","AFUB_085600","AFUB_085600",NA,NA,NA,NA,NA
"467","B0Y8M5_ASPFC","B0Y8M5","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y8M5","DS499599","EDP49756.1","AFUB_077880","AFUB_077880","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"468","B0XW18_ASPFC","B0XW18","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XW18","DS499595","EDP54270.1","AFUB_023260","AFUB_023260","mediator complex [GO:0016592]; transcription coregulator activity [GO:0003712]; regulation of transcription by RNA polymerase II [GO:0006357]","GO:0003712; GO:0006357; GO:0016592",NA,NA,NA
"469","B0XNQ0_ASPFC","B0XNQ0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XNQ0","DS499594","EDP55810.1","AFUB_005060","AFUB_005060","endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; isomerase activity [GO:0016853]; sterol biosynthetic process [GO:0016126]","GO:0005789; GO:0016021; GO:0016126; GO:0016853",NA,NA,NA
"470","B0YDM3_ASPFC","B0YDM3","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YDM3","DS499602","EDP47757.1","AFUB_096090","AFUB_096090","ATP binding [GO:0005524]; glucose binding [GO:0005536]; hexokinase activity [GO:0004396]; cellular glucose homeostasis [GO:0001678]; glycolytic process [GO:0006096]; mannose metabolic process [GO:0006013]","GO:0001678; GO:0004396; GO:0005524; GO:0005536; GO:0006013; GO:0006096",NA,NA,NA
"471","B0XPW8_ASPFC","B0XPW8","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XPW8","DS499594","EDP56082.1","AFUB_007840","AFUB_007840","nucleotide binding [GO:0000166]","GO:0000166",NA,NA,NA
"472","B0Y5D0_ASPFC","B0Y5D0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y5D0","DS499598","EDP49965.1","AFUB_062970","AFUB_062970","Mpp10 complex [GO:0034457]; sno(s)RNA-containing ribonucleoprotein complex [GO:0005732]; rRNA processing [GO:0006364]","GO:0005732; GO:0006364; GO:0034457",NA,NA,NA
"473","B0YE98_ASPFC","B0YE98","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YE98","DS499603","EDP47242.1","AFUB_098420","AFUB_098420","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"474","B0YDD9_ASPFC","B0YDD9","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YDD9","DS499602","EDP47673.1","AFUB_095220","AFUB_095220","integral component of membrane [GO:0016021]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]","GO:0005524; GO:0016021; GO:0140359",NA,NA,NA
"475","B0Y9E9_ASPFC","B0Y9E9","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y9E9","DS499600","EDP48642.1","AFUB_080790","AFUB_080790","nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]","GO:0000981; GO:0003677; GO:0005634; GO:0006351; GO:0008270",NA,NA,NA
"476","B0XSV4_ASPFC","B0XSV4","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XSV4","DS499595","EDP53731.1","AFUB_017740","AFUB_017740","integral component of plasma membrane [GO:0005887]; histidine phosphotransfer kinase activity [GO:0009927]; osmosensor activity [GO:0005034]; phosphorelay sensor kinase activity [GO:0000155]; negative regulation of protein kinase activity [GO:0006469]; osmosensory signaling via phosphorelay pathway [GO:0007234]; protein autophosphorylation [GO:0046777]","GO:0000155; GO:0005034; GO:0005887; GO:0006469; GO:0007234; GO:0009927; GO:0046777",NA,NA,NA
"477","B0XZB8_ASPFC","B0XZB8","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XZB8","DS499596","EDP53214.1","AFUB_043840","AFUB_043840","endosome membrane [GO:0010008]; Set1C/COMPASS complex [GO:0048188]; vacuolar membrane [GO:0005774]; methyltransferase activity [GO:0008168]; histone H3-K4 methylation [GO:0051568]","GO:0005774; GO:0008168; GO:0010008; GO:0048188; GO:0051568",NA,NA,NA
"478","B0XRC6_ASPFC","B0XRC6","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XRC6","DS499594","EDP56577.1","AFUB_012880","AFUB_012880","cytoplasm [GO:0005737]; equatorial microtubule organizing center [GO:0000923]; gamma-tubulin complex [GO:0000930]; half bridge of mitotic spindle pole body [GO:0061496]; inner plaque of mitotic spindle pole body [GO:0061497]; interphase microtubule organizing center [GO:0031021]; mating projection tip [GO:0043332]; microtubule [GO:0005874]; nuclear inner membrane [GO:0005637]; old mitotic spindle pole body [GO:0071957]; outer plaque of mitotic spindle pole body [GO:0061499]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cytoplasmic microtubule organization [GO:0031122]; microtubule nucleation [GO:0007020]; mitotic cytokinesis, site selection [GO:1902408]; mitotic spindle midzone assembly [GO:0051256]","GO:0000923; GO:0000930; GO:0003924; GO:0005525; GO:0005637; GO:0005737; GO:0005874; GO:0007020; GO:0031021; GO:0031122; GO:0043332; GO:0051256; GO:0061496; GO:0061497; GO:0061499; GO:0071957; GO:1902408",NA,NA,NA
"479","B0XM99_ASPFC","B0XM99","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XM99","DS499594","EDP55343.1","AFUB_000330","AFUB_000330","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]","GO:0005886; GO:0016021; GO:0022857",NA,NA,NA
"480","B0Y3Z9_ASPFC","B0Y3Z9","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y3Z9","DS499597","EDP51590.1","AFUB_056010","AFUB_056010",NA,NA,NA,NA,NA
"481","B0Y4H7_ASPFC","B0Y4H7","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y4H7","DS499598","EDP50576.1","AFUB_069130","AFUB_069130","catalytic activity [GO:0003824]","GO:0003824",NA,NA,NA
"482","B0Y7F5_ASPFC","B0Y7F5","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y7F5","DS499599","EDP49336.1","AFUB_073630","AFUB_073630","integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]; heme A biosynthetic process [GO:0006784]","GO:0005743; GO:0006784; GO:0009055; GO:0016021; GO:0016653; GO:0051537",NA,NA,NA
"483","B0Y299_ASPFC","B0Y299","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y299","DS499597","EDP52141.1","AFUB_061780","AFUB_061780","hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; polysaccharide catabolic process [GO:0000272]","GO:0000272; GO:0004553",NA,NA,NA
"484","B0XZC1_ASPFC","B0XZC1","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XZC1","DS499596","EDP53217.1","AFUB_043870","AFUB_043870",NA,NA,NA,NA,NA
"485","B0YEA7_ASPFC","B0YEA7","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YEA7","DS499603","EDP47251.1","AFUB_098510","AFUB_098510","nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]","GO:0000981; GO:0005634; GO:0043565",NA,NA,NA
"486","B0Y851_ASPFC","B0Y851","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y851","DS499599","EDP49582.1","AFUB_076120","AFUB_076120",NA,NA,NA,NA,NA
"487","B0XUA3_ASPFC","B0XUA3","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XUA3","DS499595","EDP53957.1","AFUB_020030","AFUB_020030",NA,NA,NA,NA,NA
"488","B0Y9I0_ASPFC","B0Y9I0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y9I0","DS499600","EDP48673.1","AFUB_081110","AFUB_081110","oxidoreductase activity [GO:0016491]","GO:0016491",NA,NA,NA
"489","B0XMV0_ASPFC","B0XMV0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XMV0","DS499594","EDP56707.1","AFUB_014260","AFUB_014260","hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]","GO:0004553; GO:0005975",NA,NA,NA
"490","B0XVT4_ASPFC","B0XVT4","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XVT4","DS499595","EDP54217.1","AFUB_022690","AFUB_022690",NA,NA,NA,NA,NA
"491","B0YEG0_ASPFC","B0YEG0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YEG0","DS499603","EDP47304.1","AFUB_099050","AFUB_099050","DNA binding [GO:0003677]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]","GO:0003677; GO:0006351; GO:0008270",NA,NA,NA
"492","B0Y1W2_ASPFC","B0Y1W2","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y1W2","DS499597","EDP52071.1","AFUB_061050","AFUB_061050","metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]","GO:0004722; GO:0046872",NA,NA,NA
"493","B0XXN2_ASPFC","B0XXN2","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XXN2","DS499596","EDP52634.1","AFUB_038000","AFUB_038000","ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA ligase (ATP) activity [GO:0003910]; DNA biosynthetic process [GO:0071897]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]","GO:0003677; GO:0003910; GO:0005524; GO:0006260; GO:0006281; GO:0006310; GO:0071897",NA,NA,NA
"494","B0XPT1_ASPFC","B0XPT1","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XPT1","DS499594","EDP56045.1","AFUB_007470","AFUB_007470","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"495","B0XUD4_ASPFC","B0XUD4","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XUD4","DS499595","EDP53988.1","AFUB_020340","AFUB_020340","hydrolase activity [GO:0016787]; carbohydrate metabolic process [GO:0005975]","GO:0005975; GO:0016787",NA,NA,NA
"496","B0YDM8_ASPFC","B0YDM8","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YDM8","DS499602","EDP47762.1","AFUB_096140","AFUB_096140","nucleus [GO:0005634]; zinc ion binding [GO:0008270]; regulation of transcription, DNA-templated [GO:0006355]","GO:0005634; GO:0006355; GO:0008270",NA,NA,NA
"497","B0XRK7_ASPFC","B0XRK7","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XRK7","DS499594","EDP56591.1","AFUB_013020","AFUB_013020",NA,NA,NA,NA,NA
"498","B0Y6S7_ASPFC","B0Y6S7","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y6S7","DS499598","EDP50462.1","AFUB_067990","AFUB_067990","arylamine N-acetyltransferase activity [GO:0004060]","GO:0004060",NA,NA,NA
"499","B0Y3T4_ASPFC","B0Y3T4","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y3T4","DS499597","EDP51525.1","AFUB_055340","AFUB_055340","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]","GO:0016021; GO:0022857",NA,NA,NA
"500","B0Y5Y9_ASPFC","B0Y5Y9","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y5Y9","DS499598","EDP50174.1","AFUB_065060","AFUB_065060","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"501","B0XTJ9_ASPFC","B0XTJ9","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XTJ9","DS499595","EDP53840.1","AFUB_018840","AFUB_018840","flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]","GO:0016614; GO:0050660",NA,NA,NA
"502","B0YBS9_ASPFC","B0YBS9","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YBS9","DS499601","EDP48060.1","AFUB_087709","AFUB_087709","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"503","B0Y8S5_ASPFC","B0Y8S5","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y8S5","DS499599","EDP49806.1","AFUB_078380","AFUB_078380",NA,NA,NA,NA,NA
"504","B0Y7I8_ASPFC","B0Y7I8","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y7I8","DS499599","EDP49369.1","AFUB_073960","AFUB_073960","calcium-dependent cysteine-type endopeptidase activity [GO:0004198]","GO:0004198",NA,NA,NA
"505","B0XYG3_ASPFC","B0XYG3","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XYG3","DS499596","EDP52909.1","AFUB_040820","AFUB_040820","anaphase-promoting complex binding [GO:0010997]; ubiquitin-protein transferase activator activity [GO:0097027]; positive regulation of ubiquitin protein ligase activity [GO:1904668]","GO:0010997; GO:0097027; GO:1904668",NA,NA,NA
"506","B0YF95_ASPFC","B0YF95","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YF95","DS499604","EDP47208.1","AFUB_102010","AFUB_102010","dioxygenase activity [GO:0051213]","GO:0051213",NA,NA,NA
"507","B0XU57_ASPFC","B0XU57","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XU57","DS499595","EDP54980.1","AFUB_030410","AFUB_030410","integral component of membrane [GO:0016021]; catalytic activity [GO:0003824]; GPI anchor biosynthetic process [GO:0006506]","GO:0003824; GO:0006506; GO:0016021",NA,NA,NA
"508","B0Y2D1_ASPFC","B0Y2D1","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y2D1","DS499597","EDP51101.1","AFUB_051030","AFUB_051030",NA,NA,NA,NA,NA
"509","B0XWB7_ASPFC","B0XWB7","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XWB7","DS499595","EDP54369.1","AFUB_024247","AFUB_024247","malate dehydrogenase (decarboxylating) (NAD+) activity [GO:0004471]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]","GO:0004471; GO:0046872; GO:0051287",NA,NA,NA
"510","B0XVS7_ASPFC","B0XVS7","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XVS7","DS499595","EDP54210.1","AFUB_022620","AFUB_022620","methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676]; methylation [GO:0032259]","GO:0003676; GO:0008168; GO:0032259",NA,NA,NA
"511","B0YF00_ASPFC","B0YF00","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YF00","DS499604","EDP47113.1","AFUB_101080","AFUB_101080",NA,NA,NA,NA,NA
"512","B0YEU0_ASPFC","B0YEU0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YEU0","DS499603","EDP47434.1","AFUB_100360","AFUB_100360","hydrolase activity [GO:0016787]; nitrogen compound metabolic process [GO:0006807]","GO:0006807; GO:0016787",NA,NA,NA
"513","B0YC40_ASPFC","B0YC40","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YC40","DS499601","EDP48171.1","AFUB_088810","AFUB_088810","kinase activity [GO:0016301]","GO:0016301",NA,NA,NA
"514","B0Y3U1_ASPFC","B0Y3U1","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y3U1","DS499597","EDP51532.1","AFUB_055420","AFUB_055420","single-stranded DNA binding [GO:0003697]; DNA replication [GO:0006260]","GO:0003697; GO:0006260",NA,NA,NA
"515","B0YA40_ASPFC","B0YA40","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YA40","DS499600","EDP48883.1","AFUB_083320","AFUB_083320","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"516","B0Y5F8_ASPFC","B0Y5F8","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y5F8","DS499598","EDP49993.1","AFUB_063250","AFUB_063250",NA,NA,NA,NA,NA
"517","B0Y8G6_ASPFC","B0Y8G6","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y8G6","DS499599","EDP49697.1","AFUB_077270","AFUB_077270",NA,NA,NA,NA,NA
"518","B0Y0P6_ASPFC","B0Y0P6","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y0P6","DS499597","EDP51787.1","AFUB_058060","AFUB_058060","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"519","B0YCU8_ASPFC","B0YCU8","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YCU8","DS499602","EDP47482.1","AFUB_093260","AFUB_093260","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]; carbohydrate metabolic process [GO:0005975]","GO:0005975; GO:0016810",NA,NA,NA
"520","B0Y1Z1_ASPFC","B0Y1Z1","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y1Z1","DS499597","EDP51031.1","AFUB_050330","AFUB_050330","nucleus [GO:0005634]; damaged DNA binding [GO:0003684]; metal ion binding [GO:0046872]; nucleotide-excision repair [GO:0006289]","GO:0003684; GO:0005634; GO:0006289; GO:0046872",NA,NA,NA
"521","B0XQS0_ASPFC","B0XQS0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XQS0","DS499594","EDP56384.1","AFUB_010940","AFUB_010940",NA,NA,NA,NA,NA
"522","B0YA32_ASPFC","B0YA32","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0YA32","DS499600","EDP48875.1","AFUB_083240","AFUB_083240",NA,NA,NA,NA,NA
"523","B0Y777_ASPFC","B0Y777","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y777","DS499599","EDP49258.1","AFUB_072840","AFUB_072840","Mon1-Ccz1 complex [GO:0035658]; vesicle-mediated transport [GO:0016192]","GO:0016192; GO:0035658",NA,NA,NA
"524","B0XXC2_ASPFC","B0XXC2","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XXC2","DS499596","EDP52589.1","AFUB_037550","AFUB_037550",NA,NA,NA,NA,NA
"525","B0Y897_ASPFC","B0Y897","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y897","DS499599","EDP49628.1","AFUB_076580","AFUB_076580","ubiquitin-dependent protein catabolic process [GO:0006511]","GO:0006511",NA,NA,NA
"526","B0Y0F2_ASPFC","B0Y0F2","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y0F2","DS499596","EDP53422.1","AFUB_045970","AFUB_045970",NA,NA,NA,NA,NA
"527","B0XMY5_ASPFC","B0XMY5","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XMY5","DS499594","EDP55677.1","AFUB_003740","AFUB_003740","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"528","B0Y9Q0_ASPFC","B0Y9Q0","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0Y9Q0","DS499600","EDP48743.1","AFUB_081850","AFUB_081850","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
"529","B0XPF5_ASPFC","B0XPF5","Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)","451804","B0XPF5","DS499594","EDP55928.1","AFUB_006300","AFUB_006300","integral component of membrane [GO:0016021]","GO:0016021",NA,NA,NA
